symbol,name,industry,list_date,price,pe_ttm,pb,market_cap,circulating_cap,turnover_rate,dividend_yield_ttm,median_pe,median_pb,median_market_cap,stock_count,pe_vs_industry,growth_score
600817.SH,宇通重工,专用机械,1994-01-28,,22.4038,2.6722,63.516547609999996,63.03300161,0.7985,3.1872,45.8908,3.3432000000000004,61.19272684,132.0,-51.18019297985653,85
301077.SZ,星华新材,化工原料,2021-09-30,,33.5574,4.3963,50.34336654,28.23917818,3.5485,2.8604,40.87335,2.7121,70.847334845,142.0,-17.899071155165895,85
920701.BJ,豪声电子,元器件,2023-07-19,,33.2134,2.796,23.68072,17.29576962,0.9181,1.2415,49.2977,3.6356,91.562289,139.0,-32.62687711597093,85
600062.SH,华润双鹤,化学制药,1997-05-22,,11.9049,1.6774,188.11898488,187.07229606,0.6883,2.6009,28.3127,2.5159,77.59760816000001,91.0,-57.95208510668358,85
600469.SH,风神股份,汽车配件,2003-10-21,,27.6989,1.3721,63.37047861,51.936902020000005,1.6102,0.4604,34.46,3.055,62.5856,189.0,-19.62013929193268,85
002765.SZ,蓝黛科技,元器件,2015-06-12,,37.4816,2.7268,71.66887709,65.48777689,2.0037,,49.2977,3.6356,91.562289,139.0,-23.96886670169196,85
603197.SH,保隆科技,汽车配件,2017-05-19,,28.8909,2.3184,72.79390885,72.79390885,1.4433,2.4309,34.46,3.055,62.5856,189.0,-16.16105629715613,85
920239.BJ,长虹能源,电气设备,2021-02-09,,22.8022,5.1903,56.67969971,55.85802460000001,0.9114,1.1473,44.2981,3.26595,92.1528,172.0,-48.52555752955544,85
603277.SH,银都股份,专用机械,2017-09-11,,17.829,3.5828,94.26421325,93.65698944,0.2442,4.5312,45.8908,3.3432000000000004,61.19272684,132.0,-61.14907563171703,85
603797.SH,联泰环保,环境保护,2017-04-13,,23.3054,0.9119,29.522185729999997,29.522185729999997,1.5231,1.7578,28.28245,1.8,60.113765645,58.0,-17.597662154445608,85
605277.SH,新亚电子,元器件,2021-01-06,,35.0141,4.5621,73.67483686,72.34384965,3.2502,0.6603,49.2977,3.6356,91.562289,139.0,-28.974171208798786,85
603036.SH,如通股份,专用机械,2016-12-09,,36.1185,3.0317,41.59261645,41.59261645,2.6936,0.9906,45.8908,3.3432000000000004,61.19272684,132.0,-21.294682158515435,85
688799.SH,华纳药厂,化学制药,2021-07-13,,23.6952,2.7967,57.216124,57.216124,1.3193,0.9836,28.3127,2.5159,77.59760816000001,91.0,-16.308935566018075,85
300996.SZ,普联软件,软件服务,2021-06-03,,44.4345,3.8021,47.90226253,39.77229187,2.2444,0.6282,60.1386,3.8249,83.08830400000001,61.0,-26.113178557532095,85
603192.SH,汇得科技,化工原料,2018-08-28,,34.268,1.972,42.7273861,35.590471029999996,1.9209,1.2388,40.87335,2.7121,70.847334845,142.0,-16.160530027511815,85
001308.SZ,康冠科技,元器件,2022-03-18,,18.4315,1.8083,143.40919,101.22102481,0.7039,2.6452,49.2977,3.6356,91.562289,139.0,-62.6118459887581,85
605507.SH,国邦医药,化学制药,2021-08-02,,16.7592,1.7687,146.29999229999999,146.29999229999999,0.7725,2.2899,28.3127,2.5159,77.59760816000001,91.0,-40.80677575787544,85
688566.SH,吉贝尔,化学制药,2020-05-18,,23.0218,2.4535,59.55005629,59.55005629,1.6651,1.7415,28.3127,2.5159,77.59760816000001,91.0,-18.6873735108273,85
301280.SZ,珠城科技,元器件,2022-12-26,,35.8636,4.0681,75.92665570999999,22.27485296,4.044,1.5441,49.2977,3.6356,91.562289,139.0,-27.250967083657052,85
301608.SZ,博实结,通信设备,2024-08-01,,35.0712,3.6708,77.634876,34.841169660000006,2.3131,0.9661,50.9568,4.3576,174.95548365,35.0,-31.174642049736256,85
002437.SZ,誉衡药业,化学制药,2010-06-23,,25.3642,3.474,74.3265366,69.90430239,2.2062,,28.3127,2.5159,77.59760816000001,91.0,-10.414054470255394,85
301185.SZ,鸥玛软件,软件服务,2021-11-19,,43.7811,2.9761,31.84949376,29.037087359999997,3.1575,1.4451,60.1386,3.8249,83.08830400000001,61.0,-27.19966876515249,85
603190.SH,亚通精工,汽车配件,2023-02-17,,29.7683,1.4613,32.592118,10.75994781,3.7871,0.9656,34.46,3.055,62.5856,189.0,-13.614915844457345,85
001230.SZ,劲旅环境,环境保护,2022-07-15,,23.8815,1.886,36.147077149999994,21.15547281,4.6713,1.5814,28.28245,1.8,60.113765645,58.0,-15.560709910209342,85
688049.SH,炬芯科技,半导体,2021-11-29,,42.8865,4.2888,87.74147589,87.74147589,2.6727,0.5791,56.3646,4.3551,194.28398969,69.0,-23.912349240480737,85
002880.SZ,卫光生物,生物制药,2017-06-16,,29.0993,2.8634,66.54312,66.54312,1.0619,0.6817,34.0425,2.4535,105.33756137000002,33.0,-14.52067268855107,85
301106.SZ,骏成科技,元器件,2022-01-28,,35.356,2.6572,33.99402857,33.99402857,1.6244,1.1958,49.2977,3.6356,91.562289,139.0,-28.280629725119017,85
688252.SH,天德钰,半导体,2022-09-27,,35.9077,3.4838,83.84937491,38.09007133,2.6559,0.349,56.3646,4.3551,194.28398969,69.0,-36.29387949173773,85
688401.SH,路维光电,半导体,2022-08-17,,39.5141,6.5216,99.05241247000001,99.05241247000001,2.4886,0.5819,56.3646,4.3551,194.28398969,69.0,-29.895537269846685,85
688533.SH,上声电子,汽车配件,2021-04-19,,27.9931,3.0447,51.5417373,51.5417373,1.5782,1.4218,34.46,3.055,62.5856,189.0,-18.76639582124203,85
600211.SH,西藏药业,生物制药,1999-07-21,,13.6753,3.7782,134.18148129,134.18148129,0.7722,3.865,34.0425,2.4535,105.33756137000002,33.0,-59.82874348241168,85
688508.SH,芯朋微,半导体,2020-07-22,,44.4185,3.036,82.75178005000001,82.75178005000001,2.7666,0.6238,56.3646,4.3551,194.28398969,69.0,-21.194331193692495,85
601163.SH,三角轮胎,汽车配件,2016-09-09,,13.0358,0.857,117.52,117.52,0.9045,3.6079,34.46,3.055,62.5856,189.0,-62.17121300058038,85
920837.BJ,华原股份,汽车配件,2023-05-15,,30.7519,4.0531,23.090686180000002,20.81910118,1.826,1.4455,34.46,3.055,62.5856,189.0,-10.760591990713877,85
603409.SH,汇通控股,汽车配件,2025-03-04,,29.1355,3.1049,46.316025,13.290383189999998,4.1319,1.3605,34.46,3.055,62.5856,189.0,-15.451247823563552,85
920978.BJ,开特股份,汽车配件,2023-09-28,,28.8393,6.3314,49.507828700000005,27.757110700000002,1.7821,1.8301,34.46,3.055,62.5856,189.0,-16.310795124782356,85
920106.BJ,林泰新材,汽车配件,2024-12-18,,28.2926,6.9114,39.98330775,30.842171309999998,1.0249,0.5984,34.46,3.055,62.5856,189.0,-17.89727219965177,85
920491.BJ,奥迪威,元器件,2022-06-14,,37.4747,3.2653,35.017622960000004,28.67417512,2.4806,1.2092,49.2977,3.6356,91.562289,139.0,-23.982863297882055,85
300864.SZ,南大环境,环境保护,2020-08-24,,22.7822,2.6641,35.198291239999996,35.198291239999996,1.1775,3.779,28.28245,1.8,60.113765645,58.0,-19.44757261128368,85
603310.SH,巍华新材,化工原料,2024-08-14,,33.8199,1.5203,60.296364000000004,33.874146,1.3221,1.7182,40.87335,2.7121,70.847334845,142.0,-17.256843395513226,85
603586.SH,金麒麟,汽车配件,2017-04-06,,21.9146,1.4992,34.485684,34.485684,0.845,2.8425,34.46,3.055,62.5856,189.0,-36.40568775391759,85
920418.BJ,苏轴股份,汽车配件,2020-07-27,,28.2012,4.6814,43.25473152,41.526217460000005,1.1276,1.0957,34.46,3.055,62.5856,189.0,-18.162507254788164,85
002917.SZ,金奥博,化工原料,2017-12-08,,32.7179,2.9066,48.83979468,36.59716336,1.9886,0.7006,40.87335,2.7121,70.847334845,142.0,-19.95297669508372,85
003033.SZ,征和工业,汽车配件,2021-01-11,,29.3726,3.5989,48.723,48.12334473,1.6207,0.8389,34.46,3.055,62.5856,189.0,-14.763203714451546,85
300453.SZ,三鑫医疗,医疗保健,2015-05-15,,19.3527,3.4893,50.79879996,35.01435027,3.8423,3.0842,36.9026,2.8358499999999998,67.744790975,94.0,-47.55735368239636,80
600496.SH,精工钢构,钢加工,2002-06-05,,13.6723,0.931,85.5753735,85.5753735,1.9215,1.8605,29.28805,1.6898,73.34152584,16.0,-53.317820749418274,80
000404.SZ,长虹华意,家用电器,1996-06-19,,10.9424,1.1687,49.6941129,49.46017744,2.4214,4.2017,28.5034,2.4257,72.63865877,63.0,-61.610193871608296,80
603867.SH,新化股份,化工原料,2019-06-27,,31.9325,2.5249,73.98898996999999,73.37662997,5.8655,1.1579,40.87335,2.7121,70.847334845,142.0,-21.874522151964545,80
603801.SH,志邦家居,家居用品,2017-06-30,,14.0821,1.2411,41.176512439999996,41.176512439999996,1.2656,6.3605,25.1388,2.3898,46.11771545,43.0,-43.98260855728993,80
002906.SZ,华阳集团,汽车配件,2017-10-13,,21.6838,2.3944,162.19998367000002,162.14144115,2.2024,1.5534,34.46,3.055,62.5856,189.0,-37.075449796865925,80
920599.BJ,同力股份,工程机械,2021-02-22,,10.8894,2.578,93.43005,70.81601789000001,1.1212,3.3906,36.0433,2.8809,100.39983889999999,31.0,-69.78800498289557,80
603112.SH,华翔股份,机械基件,2020-09-17,,16.5971,2.1358,93.23343917,87.19729855,1.8956,1.9281,41.7448,3.607,53.566907365000006,70.0,-60.24151511086411,80
002960.SZ,青鸟消防,专用机械,2019-08-09,,37.0626,1.505,94.79925561,80.97798405,1.3443,1.5284,45.8908,3.3432000000000004,61.19272684,132.0,-19.237407061981912,80
300772.SZ,运达股份,电气设备,2019-04-26,,34.7335,2.3634,156.11058467,138.44786476000002,2.3906,0.3025,44.2981,3.26595,92.1528,172.0,-21.591445231285313,80
002452.SZ,长高电新,电气设备,2010-07-20,,26.7603,2.8397,73.26121924,60.928355700000004,15.8625,0.9314,44.2981,3.26595,92.1528,172.0,-39.590411326896636,80
605258.SH,协和电子,元器件,2020-12-03,,43.9789,2.5563,30.5184,30.5184,2.6268,2.0185,49.2977,3.6356,91.562289,139.0,-10.78914432113465,80
002832.SZ,比音勒芬,服饰,2016-12-23,,14.7921,1.7297,94.39495169,64.40978417,3.5128,3.1439,23.146349999999998,1.7324000000000002,62.333223125,32.0,-36.093163716957534,80
603043.SH,广州酒家,食品,2017-06-27,,19.3483,2.4154,94.41595363,93.61666363,1.4969,3.4873,27.69005,2.42235,59.643046725,64.0,-30.125442171465927,80
603166.SH,福达股份,汽车配件,2014-11-27,,33.1067,3.7032,94.65238543999999,93.92891444,2.0898,0.6727,34.46,3.055,62.5856,189.0,-3.927161926871748,80
002394.SZ,联发股份,纺织,2010-04-23,,14.8609,1.15,49.72032,49.65666908,3.054,0.651,26.09245,2.0822000000000003,49.34744082,30.0,-43.04521039611075,80
002788.SZ,鹭燕医药,医药商业,2016-02-18,,18.6838,1.7759,57.5393286,56.54366193,2.8941,2.3633,26.1519,1.3078500000000002,76.540098955,24.0,-28.556624948856484,80
001301.SZ,尚太科技,电气设备,2022-12-28,,20.5139,2.9477,199.33123611000002,142.20019402,2.3306,1.0424,44.2981,3.26595,92.1528,172.0,-53.691241836557325,80
603309.SH,维力医疗,医疗保健,2015-03-02,,18.1591,2.3637,44.36445554,44.36445554,3.0894,4.6165,36.9026,2.8358499999999998,67.744790975,94.0,-50.79181412691789,80
301199.SZ,迈赫股份,专用机械,2021-12-07,,37.7983,2.3226,44.428888,17.064838,2.6668,0.5942,45.8908,3.3432000000000004,61.19272684,132.0,-17.634253488716695,80
301158.SZ,德石股份,专用机械,2022-01-17,,33.9136,3.2444,44.47959686,43.34074349,20.1095,1.0991,45.8908,3.3432000000000004,61.19272684,132.0,-26.099348889101947,80
603967.SH,中创物流,仓储物流,2019-04-29,,17.1987,1.9029,44.51200556,44.51200556,1.4767,4.6729,23.9118,1.8671,100.01544768,33.0,-28.07442350638597,80
603161.SH,科华控股,汽车配件,2018-01-05,,33.012,2.0385,30.444246600000003,29.87125425,1.5175,1.0452,34.46,3.055,62.5856,189.0,-4.201973302379572,80
002395.SZ,双象股份,塑料,2010-04-29,,8.825,3.358,50.4769338,50.47269572,2.5834,0.797,38.6252,3.3695500000000003,44.932663250000004,42.0,-77.15222186551784,80
605259.SH,绿田机械,农用机械,2021-06-15,,16.0544,2.2156,39.756640000000004,39.756640000000004,4.8819,2.603,30.2456,2.6423,39.756640000000004,5.0,-46.91988256143042,80
002983.SZ,芯瑞达,元器件,2020-04-28,,41.0833,4.2232,56.586643370000004,32.42385205,4.0075,1.5782,49.2977,3.6356,91.562289,139.0,-16.662846339687242,80
300596.SZ,利安隆,化工原料,2017-01-19,,24.0477,2.5453,121.33103204000001,117.85686756,3.8913,0.7002,40.87335,2.7121,70.847334845,142.0,-41.165331444572075,80
603706.SH,东方环宇,供气供热,2018-07-09,,18.5942,2.3974,39.78930821,39.78930821,2.5423,4.2837,25.07725,2.099,60.938730215,32.0,-25.852316342501663,80
300679.SZ,电连技术,元器件,2017-07-31,,29.5038,3.1464,158.287932,133.92784515,2.3675,1.2625,49.2977,3.6356,91.562289,139.0,-40.151771786513365,80
002139.SZ,拓邦股份,元器件,2007-06-29,,28.9023,2.2061,155.979057,133.98334399,1.4572,0.5515,49.2977,3.6356,91.562289,139.0,-41.37190984569259,80
601518.SH,吉林高速,路桥,2010-03-19,,10.3044,0.9992,56.14942912,56.14942912,1.2386,2.8956,13.054,1.0146,103.18944,19.0,-21.063275624329712,80
002124.SZ,天邦食品,农业综合,2007-04-03,,14.9241,1.4285,56.21492595,49.90057259,3.516,,26.0278,2.1993,81.48763115,25.0,-42.660924088858835,80
002029.SZ,七匹狼,服饰,2004-08-06,,16.3702,1.0841,73.95696903,69.80108510000001,2.0553,0.9113,23.146349999999998,1.7324000000000002,62.333223125,32.0,-29.27524210080638,80
002154.SZ,报喜鸟,服饰,2007-08-16,,17.984,1.2523,56.76808206,45.89315328,1.3487,1.2853,23.146349999999998,1.7324000000000002,62.333223125,32.0,-22.303084503604225,80
600853.SH,龙建股份,建筑工程,1994-04-04,,10.2277,1.1635,41.37249524,41.35879868,1.5671,0.9804,22.912149999999997,1.85595,82.64635561,66.0,-55.361238469545626,80
688155.SH,先惠技术,电气设备,2020-08-11,,30.1741,4.6061,106.15567232,106.15567232,2.8076,0.708,44.2981,3.26595,92.1528,172.0,-31.883985994884657,80
601113.SH,华鼎股份,化纤,2011-05-09,,14.3285,1.27,50.45975673,50.45975673,1.773,,33.4637,2.0447,114.32609461999999,19.0,-57.18196134916344,80
000788.SZ,北大医药,化学制药,1997-06-16,,26.1871,2.3547,37.60680652,37.60680652,2.5754,0.9509,28.3127,2.5159,77.59760816000001,91.0,-7.50758493538235,80
600267.SH,海正药业,化学制药,2000-07-25,,22.6484,1.4552,123.84101865000001,123.83203155,1.2483,1.9817,28.3127,2.5159,77.59760816000001,91.0,-20.00621629162885,80
605368.SH,蓝天燃气,供气供热,2021-01-29,,19.6442,1.9172,61.673079460000004,61.673079460000004,3.4436,9.8494,25.07725,2.099,60.938730215,32.0,-21.665254364015183,80
002441.SZ,众业达,电气设备,2010-07-06,,29.2753,1.378,61.58788218,45.13591735,5.4465,4.4209,44.2981,3.26595,92.1528,172.0,-33.91296692183185,80
301138.SZ,华研精机,专用机械,2021-12-15,,38.7145,4.0981,45.696,26.10770131,2.1027,1.5756,45.8908,3.3432000000000004,61.19272684,132.0,-15.637774891699422,80
002469.SZ,三维化学,化工原料,2010-09-08,,22.8411,2.3524,61.70683611,59.80790604,9.5337,4.2061,40.87335,2.7121,70.847334845,142.0,-44.11737721522704,80
920976.BJ,视声智能,通信设备,2023-09-01,,31.9851,8.3967,21.51307088,13.37706272,6.4342,2.6385,50.9568,4.3576,174.95548365,35.0,-37.23094856819895,80
920089.BJ,禾昌聚合,塑料,2021-11-09,,17.8598,2.3177,29.4405272,16.76859315,2.673,0.5118,38.6252,3.3695500000000003,44.932663250000004,42.0,-53.76127502252416,80
002690.SZ,美亚光电,专用机械,2012-07-31,,22.9402,6.0444,164.71213563,80.98056770000001,1.3004,3.7495,45.8908,3.3432000000000004,61.19272684,132.0,-50.011331247221655,80
920111.BJ,聚星科技,电气设备,2024-11-11,,34.0502,4.4966,42.1709931,20.46331238,8.2026,0.7358,44.2981,3.26595,92.1528,172.0,-23.13394931159576,80
300916.SZ,朗特智能,元器件,2020-12-02,,31.1001,3.1061,42.43855165,27.410943699999997,5.7269,1.3633,49.2977,3.6356,91.562289,139.0,-36.91368968532,80
000526.SZ,学大教育,文教休闲,1993-11-01,,18.0818,4.2623,42.50515482,41.6674593,1.07,,28.4349,2.8089,45.107637079999996,25.0,-36.40983439365005,80
002116.SZ,中国海诚,建筑工程,2007-02-15,,15.0165,1.8566,51.47024241,50.90734569,1.5139,2.8014,22.912149999999997,1.85595,82.64635561,66.0,-34.46053731317226,80
000850.SZ,华茂股份,纺织,1998-10-07,,16.7749,1.1293,51.42974299,51.41512991,1.5007,1.7763,26.09245,2.0822000000000003,49.34744082,30.0,-35.70975512073416,80
000507.SZ,珠海港,新型电力,1993-03-26,,16.9498,0.9342,51.13726016,50.1709077,2.9605,1.1511,28.6706,1.61005,202.213230455,22.0,-40.88090238781191,80
605077.SH,华康股份,食品,2021-02-09,,19.8233,1.646,49.54866405,48.9567123,1.6704,4.2813,27.69005,2.42235,59.643046725,64.0,-28.41002453950065,80
603055.SH,台华新材,纺织,2017-09-21,,16.7924,1.7158,88.31708425000001,87.99539849,2.9869,2.5195,26.09245,2.0822000000000003,49.34744082,30.0,-35.64268591105856,80
688138.SH,清溢光电,半导体,2019-11-20,,47.5342,3.2047,88.96248,88.96248,1.5062,0.915,56.3646,4.3551,194.28398969,69.0,-15.666570861853014,80
000913.SZ,钱江摩托,摩托车,1999-05-14,,15.7214,1.7702,83.35975105,73.15130065,2.2663,5.6855,24.51575,4.04005,227.299513555,10.0,-35.8722453932676,80
001206.SZ,依依股份,造纸,2021-05-18,,18.7415,2.2618,41.39772361,23.804031719999998,1.9197,3.6918,26.23615,1.9428,55.933687379999995,22.0,-28.566119647890414,80
603518.SH,锦泓集团,服饰,2014-12-03,,12.1193,0.8635,31.35796015,31.24191775,2.9235,3.4273,23.146349999999998,1.7324000000000002,62.333223125,32.0,-47.64055671844588,80
300132.SZ,青松股份,化工原料,2010-10-26,,36.1005,3.4211,48.196996659999996,47.4039838,3.8512,,40.87335,2.7121,70.847334845,142.0,-11.677168619650715,80
603050.SH,科林电气,电气设备,2017-04-14,,38.2005,5.1404,94.05403581,94.05403581,2.3377,0.5795,44.2981,3.26595,92.1528,172.0,-13.7649244549992,80
003000.SZ,劲仔食品,食品,2020-09-14,,19.2509,3.6069,48.02022793,32.80842142,1.0061,3.712,27.69005,2.42235,59.643046725,64.0,-30.47719307115732,80
301613.SZ,新铝时代,汽车配件,2024-10-25,,33.1419,4.6332,73.50287722,42.873537219999996,3.6475,1.3046,34.46,3.055,62.5856,189.0,-3.8250145095763237,80
000153.SZ,丰原药业,化学制药,2000-09-20,,27.2321,1.475,30.994524320000004,30.60652875,1.9794,1.4995,28.3127,2.5159,77.59760816000001,91.0,-3.8166617807556342,80
002576.SZ,通达动力,电气设备,2011-04-28,,37.1614,2.4104,31.48457,30.898657789999998,3.9639,0.4195,44.2981,3.26595,92.1528,172.0,-16.110623254721983,80
002746.SZ,仙坛股份,农业综合,2015-02-16,,19.2893,1.2165,55.41869402,45.70314902,3.1154,3.882,26.0278,2.1993,81.48763115,25.0,-25.889625707896936,80
603718.SH,海利生物,农业综合,2015-05-15,,18.4153,2.0808,31.55218748,31.41061748,1.9768,1.6292,26.0278,2.1993,81.48763115,25.0,-29.247573748069378,80
603004.SH,鼎龙科技,化工原料,2023-12-27,,31.1918,2.6794,55.488512,13.872128,7.1972,0.8913,40.87335,2.7121,70.847334845,142.0,-23.686705396058805,80
002375.SZ,亚厦股份,装修装饰,2010-03-23,,17.7066,0.6803,55.74385432,55.19461784,1.268,1.6309,41.2274,2.5374,50.55391803,8.0,-57.05137845219441,80
603326.SH,我乐家居,家居用品,2017-06-16,,17.4068,2.7117,31.08783298,31.08783298,1.4266,4.6201,25.1388,2.3898,46.11771545,43.0,-30.757235826690216,80
000700.SZ,模塑科技,汽车配件,1997-02-28,,24.5636,3.055,113.55850362,113.55850362,4.3885,2.6419,34.46,3.055,62.5856,189.0,-28.718514219384794,80
300009.SZ,安科生物,生物制药,2009-10-30,,23.9434,3.8464,160.11252383000001,117.85768483,1.128,1.563,34.0425,2.4535,105.33756137000002,33.0,-29.666152603363432,80
603897.SH,长城科技,电气设备,2018-04-10,,26.1595,2.8518,68.57793323,68.57793323,5.2391,5.4184,44.2981,3.26595,92.1528,172.0,-40.946677171255644,80
603995.SH,甬金股份,特种钢,2019-12-24,,10.2844,1.2074,69.02865858,69.02865858,1.4306,4.214,20.041,1.8322,162.38578988,7.0,-48.68319944114565,80
603173.SH,福斯达,机械基件,2023-01-30,,17.2853,3.6365,68.864,68.864,2.0306,1.1502,41.7448,3.607,53.566907365000006,70.0,-58.59292654414442,80
002276.SZ,万马股份,电气设备,2009-07-10,,34.1039,2.789,169.86067493000002,169.21894433,3.4456,0.2986,44.2981,3.26595,92.1528,172.0,-23.012725150740092,80
002226.SZ,江南化工,化工原料,2008-05-06,,21.0444,1.6533,169.53106272,169.52763955,3.1983,1.0156,40.87335,2.7121,70.847334845,142.0,-48.513150989581234,80
603111.SH,康尼机电,运输设备,2014-08-01,,16.4525,1.5084,59.824928639999996,59.189774560000004,1.01,3.5497,36.9185,2.1153,46.792109894999996,36.0,-55.43562170727413,80
300662.SZ,科锐国际,文教休闲,2017-06-08,,16.392,2.2021,49.85105073,49.71863385,1.6958,0.6317,28.4349,2.8089,45.107637079999996,25.0,-42.352531572117364,80
002489.SZ,浙江永强,家居用品,2010-10-21,,11.6884,1.6283,76.34937422,67.33861827,1.3977,1.1364,25.1388,2.3898,46.11771545,43.0,-53.5045427784938,80
600587.SH,新华医疗,医疗保健,2002-09-27,,18.083,1.187,92.02797808,92.02797808,1.2444,3.2962,36.9026,2.8358499999999998,67.744790975,94.0,-50.99803265894545,80
301439.SZ,泓淋电力,电气设备,2023-03-17,,34.3077,2.3297,68.98775074,32.48967963,8.1495,1.128,44.2981,3.26595,92.1528,172.0,-22.552660272110998,80
002303.SZ,美盈森,造纸,2009-11-03,,18.1577,1.3262,58.64969714,37.03368737,2.5675,5.1436,26.23615,1.9428,55.933687379999995,22.0,-30.791293692100407,80
300138.SZ,晨光生物,食品,2010-11-05,,19.2631,2.0701,70.04951349,57.75542734,3.8204,0.8966,27.69005,2.42235,59.643046725,64.0,-30.43313392355737,80
002380.SZ,科远智慧,软件服务,2010-03-31,,31.3235,3.991,97.19661785000001,57.409515449999994,16.2279,0.0988,60.1386,3.8249,83.08830400000001,61.0,-47.91448420814584,80
